wavelength,absorption cross-section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nm,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2
,77 K,100 K,110 K,120 K,130 K,140 K,150 K,160 K,170 K,180 K,190 K,200 K,210 K,220 K,230 K,240 K,250 K,260 K,270 K,280 K,290 K,300 K,310 K,320 K,330 K,340 K,350 K,360 K,370 K,380 K,390 K,400 K,410 K,420 K
881.1,2.07540483004577E-25,2.10056957120358E-25,2.06464400540732E-25,2.08127091911132E-25,2.09565090271658E-25,2.10909442269187E-25,2.12893659738918E-25,2.12345740777159E-25,2.11000688437845E-25,2.12842908406081E-25,2.10180270166619E-25,2.09213457997774E-25,2.09694465093094E-25,2.09699059579866E-25,2.13074685345215E-25,2.09300896810224E-25,2.10981960928283E-25,2.08887891111635E-25,2.07564042896778E-25,2.08405618587938E-25,2.06236132239736E-25,2.04426701031439E-25,2.05800801655569E-25,2.05917952452199E-25,2.03268803851236E-25,2.03463673462384E-25,2.0205012577376E-25,2.01418869799086E-25,2.04431544823427E-25,1.9862129771532E-25,1.97974695952404E-25,1.97796414457825E-25,1.96552585324941E-25,1.93959992130343E-25
881.2,2.08427568876582E-25,2.11272131320907E-25,2.07646594858164E-25,2.09293175391323E-25,2.10702867861097E-25,2.12027364245145E-25,2.13694480943314E-25,2.13482701186688E-25,2.12121536833527E-25,2.1394494653481E-25,2.11310668919082E-25,2.09995270160916E-25,2.10884742624006E-25,2.10819449715501E-25,2.14231957126073E-25,2.10439364800881E-25,2.11783407899631E-25,2.09687439589502E-25,2.08402319852785E-25,2.09238581421293E-25,2.07451946585426E-25,2.06024730502454E-25,2.07024369122994E-25,2.07034969351551E-25,2.03681719860306E-25,2.04619256343278E-25,2.03550371844255E-25,2.02204666216408E-25,2.05614981567397E-25,1.99431072447148E-25,1.99196423408474E-25,1.98240091545618E-25,1.97383603458302E-25,1.95248201265673E-25
881.3,2.09680379828611E-25,2.12436265122955E-25,2.08777594606852E-25,2.10035786883841E-25,2.11789223989757E-25,2.13093773041241E-25,2.1481504500919E-25,2.14568240920333E-25,2.13190882245132E-25,2.14995393039868E-25,2.12389605585498E-25,2.11089606583334E-25,2.11643603238194E-25,2.11888346185533E-25,2.14968899662503E-25,2.11162532006593E-25,2.12909066868959E-25,2.10810600945157E-25,2.09584821866985E-25,2.1001894404636E-25,2.08225835230613E-25,2.06796279915084E-25,2.08196951008589E-25,2.08100495299631E-25,2.0514202156504E-25,2.05723537021336E-25,2.03907798786332E-25,2.03307867203634E-25,2.05989466472652E-25,2.00569952665645E-25,1.9997558929415E-25,1.99023374843262E-25,1.9855033529671E-25,1.95660694853387E-25
881.4,2.10571138320879E-25,2.12877590814914E-25,2.09965206332912E-25,2.1120622997844E-25,2.1256889831008E-25,2.13860229652922E-25,2.15992134986552E-25,2.15347099630712E-25,2.13959480671199E-25,2.16102051725615E-25,2.13524884832302E-25,2.11874220534801E-25,2.12838436495083E-25,2.12655966300241E-25,2.15760880249341E-25,2.12305166501362E-25,2.13713487915284E-25,2.11613120391961E-25,2.10426405475093E-25,2.11248996024343E-25,2.09054903355545E-25,2.07234006973509E-25,2.09032519298981E-25,2.0886447765238E-25,2.05556349451462E-25,2.06141403056099E-25,2.05048599687641E-25,2.0409654166027E-25,2.07176514004916E-25,2.01382788872168E-25,2.01202146042108E-25,2.00256019181817E-25,1.99384515031523E-25,1.96540134859771E-25
881.5,2.11856436012746E-25,2.14854003575632E-25,2.10748347862842E-25,2.11978703084304E-25,2.1368635149203E-25,2.14957581337673E-25,2.16770672832482E-25,2.16463737987963E-25,2.15059785935201E-25,2.17184087749078E-25,2.14635672686373E-25,2.12999728979307E-25,2.14009073345111E-25,2.13755838963362E-25,2.16897210951362E-25,2.1305806558399E-25,2.144921550254E-25,2.12389885267404E-25,2.11242370178761E-25,2.12059570954665E-25,2.09858310055258E-25,2.08424034379689E-25,2.09842439823429E-25,2.09960984069664E-25,2.06680578768392E-25,2.07276107219894E-25,2.0579938943627E-25,2.04859424456242E-25,2.07959090121573E-25,2.02169907348163E-25,2.02011489604924E-25,2.01069513174818E-25,2.00193016815182E-25,1.97394059972119E-25
881.6,2.12723951409858E-25,2.15661857601251E-25,2.11913563592063E-25,2.1312659190587E-25,2.14806310556219E-25,2.16057345496424E-25,2.1792522162675E-25,2.17582883012873E-25,2.16162514064627E-25,2.17916449681467E-25,2.1538724872356E-25,2.14127788280957E-25,2.15182475518899E-25,2.14499202827178E-25,2.18036138396342E-25,2.1417795044026E-25,2.16030391347684E-25,2.13167847786032E-25,2.12458811380066E-25,2.13267597914682E-25,2.11055864813752E-25,2.09226351048336E-25,2.10653665324817E-25,2.1105992558447E-25,2.0780738358122E-25,2.08040660911193E-25,2.06551301020366E-25,2.05995655878027E-25,2.08742878031173E-25,2.03342206810178E-25,2.02822131334559E-25,2.01884318718415E-25,2.01393383886888E-25,1.98249423603065E-25
881.7,2.14041783646402E-25,2.16497948431606E-25,2.13108476490597E-25,2.13928948227794E-25,2.15590430117536E-25,2.17186479949551E-25,2.18733651194149E-25,2.18366189320507E-25,2.17294622954462E-25,2.19382125457777E-25,2.16529101445299E-25,2.14916929885553E-25,2.16385603312117E-25,2.15630080746552E-25,2.18832725456236E-25,2.15327318504879E-25,2.16839621107493E-25,2.1435299243245E-25,2.13305068768553E-25,2.14108411044399E-25,2.11889457471507E-25,2.10448131406555E-25,2.11888956429418E-25,2.11828228459255E-25,2.0859356917486E-25,2.09206689176277E-25,2.07698001796432E-25,2.06788395357015E-25,2.09936302751869E-25,2.04159368501784E-25,2.04055514096361E-25,2.02727387067377E-25,2.02232030843485E-25,1.99963995964074E-25
881.8,2.14463458621221E-25,2.17674622492718E-25,2.14252259333326E-25,2.1505431921888E-25,2.16687642406054E-25,2.17904942024234E-25,2.19489370087734E-25,2.19462589141109E-25,2.18735588544363E-25,2.2009066863629E-25,2.17619547669443E-25,2.16391607172769E-25,2.17153060325923E-25,2.16349210403108E-25,2.19949058898644E-25,2.16057770857211E-25,2.17977028284416E-25,2.15486967405553E-25,2.14499607970122E-25,2.14896653358931E-25,2.12670458454279E-25,2.11226715171662E-25,2.13073323819923E-25,2.129043044312E-25,2.09697745192387E-25,2.09947222338927E-25,2.08425788994667E-25,2.07902065969608E-25,2.10696194201275E-25,2.04923881211532E-25,2.04447326649762E-25,2.03517882075045E-25,2.03018069337711E-25,2.00380442554866E-25
881.9,2.15785794976342E-25,2.18513959512762E-25,2.15069077412998E-25,2.16236259662701E-25,2.17841285424E-25,2.1939816969189E-25,2.20677093365544E-25,2.20615420477083E-25,2.19512293270158E-25,2.2120826592565E-25,2.18402484763923E-25,2.17184184039368E-25,2.18360848003225E-25,2.17123323655642E-25,2.20748554679968E-25,2.17211390045796E-25,2.19171076415714E-25,2.16296712093293E-25,2.15349239597856E-25,2.15740116747294E-25,2.13901808977084E-25,2.12453341508644E-25,2.13916767339639E-25,2.14036739021656E-25,2.10858422810457E-25,2.10742825231029E-25,2.09576745164029E-25,2.09072279391518E-25,2.1151120495646E-25,2.06129672271004E-25,2.0568464521689E-25,2.04761398167278E-25,2.0385929107238E-25,2.01267830361468E-25
882,2.16660061635404E-25,2.19722475019277E-25,2.15860183443699E-25,2.17016417510578E-25,2.18970530429075E-25,2.20146840130776E-25,2.2146273698696E-25,2.21743854586304E-25,2.20263143930323E-25,2.22301291170024E-25,2.19524046683182E-25,2.17950964755516E-25,2.19158368066161E-25,2.18594667654066E-25,2.21896222250743E-25,2.17971629479763E-25,2.1995823198025E-25,2.17080726979711E-25,2.1577109041895E-25,2.16957107655676E-25,2.14317224540444E-25,2.13262112834484E-25,2.14734591086034E-25,2.14420513809741E-25,2.11622293023095E-25,2.11888092107843E-25,2.10703324683553E-25,2.0984277656769E-25,2.12684134006271E-25,2.06151046996814E-25,2.06501185331137E-25,2.05183691564686E-25,2.04674859780444E-25,2.02129732771512E-25
882.1,2.1753584284894E-25,2.20538138527209E-25,2.16652528306404E-25,2.18175896850233E-25,2.19733908866683E-25,2.21258006563969E-25,2.22628005498482E-25,2.22506422914351E-25,2.21739833571824E-25,2.23040993319508E-25,2.20282822745647E-25,2.19461818003114E-25,2.19957140824173E-25,2.1934512862639E-25,2.22671702977716E-25,2.19102586167803E-25,2.20746613278459E-25,2.18248052135244E-25,2.16998684041178E-25,2.17776965773328E-25,2.15525576267228E-25,2.14072186998477E-25,2.15553746402919E-25,2.15529301865756E-25,2.127603963423E-25,2.12659707093776E-25,2.11462621653882E-25,2.1061445820414E-25,2.13091025500797E-25,2.07720114132327E-25,2.07319047716709E-25,2.06005121288653E-25,2.05885890256185E-25,2.02993101812973E-25
882.2,2.18839195086432E-25,2.21751589610977E-25,2.17831623770513E-25,2.19338086293223E-25,2.20867426218338E-25,2.2237164860219E-25,2.23795988039872E-25,2.23639130942912E-25,2.22857333378906E-25,2.24137997765544E-25,2.21408585749035E-25,2.20232077270287E-25,2.2114456862268E-25,2.20459758209001E-25,2.24199521341812E-25,2.20236131052651E-25,2.21920170638187E-25,2.19035129984617E-25,2.18229357335892E-25,2.18998997293492E-25,2.16736909380617E-25,2.15278717792141E-25,2.16374237800917E-25,2.16640581361599E-25,2.13153535163537E-25,2.13809435108617E-25,2.12223066983688E-25,2.11387328073459E-25,2.14652866253605E-25,2.08517227764473E-25,2.08536373534586E-25,2.07227705190917E-25,2.06704716276303E-25,2.04277210046952E-25
882.3,2.20172937464667E-25,2.22597499281912E-25,2.19040482564383E-25,2.20529944219997E-25,2.22030469677082E-25,2.23151657670087E-25,2.24993643022581E-25,2.24801365865202E-25,2.24004280257292E-25,2.25621668653958E-25,2.22197114578626E-25,2.21403514227879E-25,2.21973438727767E-25,2.21239931591008E-25,2.25005499180574E-25,2.21027908098377E-25,2.23123465416652E-25,2.20234019651561E-25,2.19085131868452E-25,2.19849170729419E-25,2.17978184259216E-25,2.16119016001304E-25,2.17623506687596E-25,2.17781309123851E-25,2.1469664624685E-25,2.14610978004278E-25,2.13382632496802E-25,2.12188335290214E-25,2.1547407108368E-25,2.0934255405522E-25,2.09384509154235E-25,2.08079436979203E-25,2.07551796672289E-25,2.04751205939794E-25
882.4,2.21027891423007E-25,2.23788982122728E-25,2.20198282553765E-25,2.21289786622716E-25,2.2277148271217E-25,2.24242503629571E-25,2.26140147656792E-25,2.25912303841723E-25,2.25099849816814E-25,2.26339228246408E-25,2.23667736140077E-25,2.2252370069283E-25,2.23138673227857E-25,2.22331787322905E-25,2.2613599937972E-25,2.22138845998846E-25,2.24275675311468E-25,2.21381809425802E-25,2.20294026167677E-25,2.21049340423705E-25,2.18769101170668E-25,2.16906741740037E-25,2.1842041648477E-25,2.18505638240851E-25,2.15439442141677E-25,2.15359828960187E-25,2.1411902182824E-25,2.13692599560122E-25,2.16242635070498E-25,2.10504888621524E-25,2.10180092086539E-25,2.09280137093439E-25,2.08742771429583E-25,2.05592060859256E-25
882.5,2.21911332833724E-25,2.25010417676662E-25,2.21385873650266E-25,2.22459264767696E-25,2.23911906925151E-25,2.25362801085277E-25,2.26934261916021E-25,2.2705279306241E-25,2.26224889691597E-25,2.2744347618488E-25,2.24801147261096E-25,2.23673485175942E-25,2.24333723965967E-25,2.23453107689117E-25,2.26918015446031E-25,2.22906576427129E-25,2.25457650064453E-25,2.22173841191425E-25,2.21126311111718E-25,2.21875967301482E-25,2.19588303168343E-25,2.1812020438448E-25,2.19245623655657E-25,2.19258030494287E-25,2.16210367968459E-25,2.16895198709432E-25,2.15628771974918E-25,2.1447026453548E-25,2.17039398290213E-25,2.11306458431592E-25,2.11404454387207E-25,2.09706118143514E-25,2.09169066262868E-25,2.06882853147373E-25
882.6,2.22823267301454E-25,2.26261821189065E-25,2.22213962505946E-25,2.23658446677074E-25,2.25081889788028E-25,2.26512561645831E-25,2.28139251449592E-25,2.27850365088379E-25,2.27012694607557E-25,2.28577105972947E-25,2.25594788485163E-25,2.2447715161249E-25,2.25167692376703E-25,2.24237753938976E-25,2.28106906486523E-25,2.24075777573172E-25,2.26281688415658E-25,2.23380201188583E-25,2.21986931027516E-25,2.22730905749015E-25,2.208366250297E-25,2.19363609595614E-25,2.20502007230463E-25,2.20404639791425E-25,2.17762975705237E-25,2.17701564622214E-25,2.16422551368341E-25,2.15655723169983E-25,2.18252397407363E-25,2.12527491056767E-25,2.12658804768013E-25,2.11368004254976E-25,2.10417902851347E-25,2.07781330228074E-25
882.7,2.24113561221788E-25,2.27061202561726E-25,2.23379380427944E-25,2.24806509785829E-25,2.26200607691051E-25,2.27610961028566E-25,2.29293126256243E-25,2.28968277603256E-25,2.28115021291789E-25,2.29659292778242E-25,2.26335682861567E-25,2.25604438476496E-25,2.25949054116498E-25,2.25703353192384E-25,2.29244625721264E-25,2.24819484355986E-25,2.27053094370605E-25,2.24148416012006E-25,2.23203132010093E-25,2.23938264036159E-25,2.22034103696496E-25,2.20156657641101E-25,2.21707577426037E-25,2.21499900304004E-25,2.18510536677908E-25,2.18455254087815E-25,2.17537857583998E-25,2.16409470572115E-25,2.19025371894051E-25,2.13305330810177E-25,2.1305759979494E-25,2.11768740556222E-25,2.11615848555954E-25,2.08627417588437E-25
882.8,2.25461266281852E-25,2.28317676323778E-25,2.24601572459306E-25,2.25626991296403E-25,2.2737585438006E-25,2.28765792300094E-25,2.30503681169022E-25,2.30142719691632E-25,2.29273795112769E-25,2.30797829112608E-25,2.27502058218835E-25,2.26411078725485E-25,2.27570332868648E-25,2.26859247277607E-25,2.30438967565425E-25,2.26368226713991E-25,2.2826864127307E-25,2.25747526468117E-25,2.2406724951814E-25,2.2479664214996E-25,2.22885661606604E-25,2.21405090338177E-25,2.22565191779282E-25,2.2228374973284E-25,2.19313188106006E-25,2.19645526564904E-25,2.18334576847105E-25,2.17218325731988E-25,2.19853505462394E-25,2.14138353913335E-25,2.1391315333226E-25,2.12627955150387E-25,2.12071405049717E-25,2.09528901906937E-25
882.9,2.26325562700907E-25,2.29523323296848E-25,2.25380889238251E-25,2.26779701879636E-25,2.28125023813233E-25,2.29869286017333E-25,2.31277640803463E-25,2.30891085311858E-25,2.30381246738031E-25,2.31884944973074E-25,2.2861714448077E-25,2.27920975433885E-25,2.28355576750659E-25,2.27595103354236E-25,2.31200689694262E-25,2.27115473162922E-25,2.29433163697654E-25,2.26519531771138E-25,2.24878882919887E-25,2.2600918911671E-25,2.23684691590231E-25,2.22201500848801E-25,2.23370290845687E-25,2.23383271142238E-25,2.20442186322704E-25,2.20020181967152E-25,2.19078586905722E-25,2.18356292794825E-25,2.21019290051589E-25,2.1531229250305E-25,2.15119739855836E-25,2.13839940104043E-25,2.13673860613876E-25,2.10378007299113E-25
883,2.27245325987327E-25,2.30785940453502E-25,2.27000773653882E-25,2.27989111190047E-25,2.29680421767428E-25,2.31029235411983E-25,2.32879323365674E-25,2.32069951547992E-25,2.31175304707627E-25,2.33028433026264E-25,2.29416546961263E-25,2.29110251361477E-25,2.29196012421313E-25,2.28755280090939E-25,2.32399611905879E-25,2.28294419567604E-25,2.30263544374342E-25,2.2734669750171E-25,2.26156369932741E-25,2.26871036563613E-25,2.24943228432864E-25,2.23455003702216E-25,2.24636988773835E-25,2.24539256855944E-25,2.21247856102855E-25,2.21597150126147E-25,2.20253998143815E-25,2.19168210006171E-25,2.22241852289048E-25,2.16148568420785E-25,2.15978712797279E-25,2.14702604102838E-25,2.14131089662559E-25,2.11708188892346E-25
883.1,2.28574372227681E-25,2.32024707618876E-25,2.27810921004937E-25,2.29174397025724E-25,2.30460088784269E-25,2.32164816531575E-25,2.33683985305858E-25,2.33224545020757E-25,2.32314006900595E-25,2.33783846390657E-25,2.30562939726301E-25,2.29895362138359E-25,2.30405628535167E-25,2.29891098143495E-25,2.33191340652697E-25,2.2907158452493E-25,2.31459817611086E-25,2.28538460923248E-25,2.26998488870588E-25,2.28115762322947E-25,2.26177919728512E-25,2.24281750628581E-25,2.25472495971473E-25,2.25670882978092E-25,2.22408349303247E-25,2.22383920138735E-25,2.21027926251181E-25,2.20337738150574E-25,2.23048163900522E-25,2.17354356302229E-25,2.16812115298154E-25,2.15539709830262E-25,2.1536506410673E-25,2.1258804533802E-25
883.2,2.2944421332542E-25,2.32833660625781E-25,2.28989916348683E-25,2.30335573258001E-25,2.31591223721423E-25,2.32905598537132E-25,2.34850992541116E-25,2.3435487850907E-25,2.33428364536564E-25,2.34877602506085E-25,2.31685021647229E-25,2.31035295592936E-25,2.31591257144977E-25,2.30631546780149E-25,2.34340989734109E-25,2.30201125266841E-25,2.32632049838517E-25,2.29706167367479E-25,2.28227423550612E-25,2.29336705979564E-25,2.27388781436862E-25,2.25082915754047E-25,2.2669052715412E-25,2.26036406085891E-25,2.23163171112003E-25,2.23144982833666E-25,2.2215392895571E-25,2.21098851623331E-25,2.24221676627097E-25,2.18140021609346E-25,2.17619952080531E-25,2.16351262069439E-25,2.16172280097595E-25,2.13870075763641E-25
883.3,2.30806190023185E-25,2.33697889019903E-25,2.30225753559959E-25,2.31164820912464E-25,2.32778946728288E-25,2.3407244486943E-25,2.36074744380285E-25,2.35163674212868E-25,2.34599225862679E-25,2.36027761521126E-25,2.32489100117509E-25,2.32231867127969E-25,2.3243694561614E-25,2.31798646667732E-25,2.35547319383374E-25,2.3100823259315E-25,2.33467582397661E-25,2.30930667164117E-25,2.29513475213152E-25,2.30204168427713E-25,2.28249289806671E-25,2.2634358854014E-25,2.27556472456083E-25,2.27198440257994E-25,2.24355196003972E-25,2.24346372649183E-25,2.23336529837374E-25,2.21915096717512E-25,2.24664660293705E-25,2.18980896400213E-25,2.18889740611263E-25,2.17626530510697E-25,2.17438308183735E-25,2.14352356452559E-25
883.4,2.32144840036621E-25,2.34943937406341E-25,2.31041139937248E-25,2.32357697440955E-25,2.3394243479591E-25,2.35587143650755E-25,2.37274418962668E-25,2.36325455267406E-25,2.35745767269091E-25,2.37153499125782E-25,2.33642543939138E-25,2.33404254082E-25,2.33654480817107E-25,2.32941420491464E-25,2.36343999540328E-25,2.32549184939847E-25,2.3467162964319E-25,2.321311388061E-25,2.29947185241081E-25,2.31046099760014E-25,2.29084246310465E-25,2.27580416580889E-25,2.28806718117729E-25,2.28336143347487E-25,2.25140030432304E-25,2.25137495903289E-25,2.24494905949962E-25,2.23476970759313E-25,2.25869017315198E-25,2.20193618107198E-25,2.19727995249756E-25,2.18878018767051E-25,2.18275884528241E-25,2.15236822239886E-25
883.5,2.33021108215725E-25,2.36166189343722E-25,2.32625505099556E-25,2.33917092504123E-25,2.35461951078443E-25,2.36706209538548E-25,2.38450030504181E-25,2.37463010864874E-25,2.36868001205617E-25,2.37888110045732E-25,2.34771710471646E-25,2.34552469862326E-25,2.34848068408773E-25,2.34059880643047E-25,2.3750111644477E-25,2.33686894106492E-25,2.35851674788234E-25,2.33307596866485E-25,2.31598898269482E-25,2.32274483833541E-25,2.30302436924869E-25,2.2838708771736E-25,2.29622295914484E-25,2.29449527716962E-25,2.26282788197118E-25,2.26676773929969E-25,2.25629070413261E-25,2.24243076568566E-25,2.27049374088952E-25,2.2098392097544E-25,2.20949129800302E-25,2.19695191760918E-25,2.19493174050084E-25,2.16525805742277E-25
883.6,2.33952887484759E-25,2.37445497137489E-25,2.33870285395685E-25,2.34752084389102E-25,2.36277594405517E-25,2.37881804503941E-25,2.39290546910322E-25,2.38657190096642E-25,2.38046776182569E-25,2.39412593130182E-25,2.35957448435357E-25,2.3537310634778E-25,2.36098559531748E-25,2.35234875574125E-25,2.38714950503241E-25,2.34499461583131E-25,2.37088568596927E-25,2.34145742563255E-25,2.32477313782208E-25,2.33559977146697E-25,2.31167846471885E-25,2.29249036577015E-25,2.30493180749379E-25,2.30993687146741E-25,2.27482229532401E-25,2.27498616537123E-25,2.26438398170942E-25,2.25451728540287E-25,2.27890441179633E-25,2.22228591464485E-25,2.21817832346034E-25,2.20567671528912E-25,2.20361140110243E-25,2.17441099030127E-25
883.7,2.35300056188191E-25,2.38701041276418E-25,2.34691652652251E-25,2.35953623417587E-25,2.37449292344373E-25,2.38658267829129E-25,2.40497936985734E-25,2.39827170205151E-25,2.38450109076725E-25,2.40545973262614E-25,2.36741109471743E-25,2.36552919533554E-25,2.36924641947891E-25,2.36385581881282E-25,2.39904679649092E-25,2.35668702980217E-25,2.37904354057028E-25,2.35354062826271E-25,2.3333024050955E-25,2.34407621913739E-25,2.32007721133923E-25,2.30901235479521E-25,2.31750878918706E-25,2.31765062129535E-25,2.28272024378718E-25,2.28683447331844E-25,2.27222002477655E-25,2.26636283114292E-25,2.29102682174395E-25,2.23449339875939E-25,2.23071194258591E-25,2.21826605956272E-25,2.21203545391518E-25,2.1876288279165E-25
883.8,2.366509112582E-25,2.39548162526428E-25,2.36315004264439E-25,2.37158078732711E-25,2.39006769016808E-25,2.39811340626081E-25,2.41708247772488E-25,2.40617512287676E-25,2.39981812915719E-25,2.4168192477555E-25,2.3790439659574E-25,2.37735543102597E-25,2.37752072226407E-25,2.37162930774605E-25,2.41097263214229E-25,2.36840715842035E-25,2.39119262633965E-25,2.36168550756541E-25,2.34602418036646E-25,2.3567156949578E-25,2.3326027513567E-25,2.31740434098445E-25,2.33011801014439E-25,2.32913346691785E-25,2.2906306845733E-25,2.29871143847326E-25,2.28772554463935E-25,2.2743439226704E-25,2.29920105380647E-25,2.24271957407744E-25,2.2391648450538E-25,2.22675704901074E-25,2.2204734000033E-25,2.19222485956152E-25
883.9,2.37562292686146E-25,2.40809044704493E-25,2.3714040952719E-25,2.38365464907205E-25,2.39800991202418E-25,2.40967085487326E-25,2.42921493879263E-25,2.42175422362211E-25,2.41140769935659E-25,2.42820459744338E-25,2.39450039913973E-25,2.38534224813342E-25,2.39384895379753E-25,2.38318091465165E-25,2.42292715310222E-25,2.38015513673362E-25,2.39938362531407E-25,2.373818291944E-25,2.35877907941862E-25,2.36522825114051E-25,2.34516037679197E-25,2.32990880623637E-25,2.34275963975076E-25,2.34064308193919E-25,2.30629213733296E-25,2.30671129619991E-25,2.2955985344155E-25,2.2862372327803E-25,2.31137326879377E-25,2.25497777293333E-25,2.25175174417282E-25,2.2394001452705E-25,2.23300957654372E-25,2.20548990196396E-25
884,2.3891933608943E-25,2.42073153078797E-25,2.38369358569357E-25,2.39180647186774E-25,2.41365900744731E-25,2.42503039481902E-25,2.44137690024361E-25,2.43353721322665E-25,2.42302424092935E-25,2.43961590329342E-25,2.40239129614666E-25,2.40109276573405E-25,2.40216401400412E-25,2.39853768038663E-25,2.4310013737126E-25,2.38807915646587E-25,2.41158273121372E-25,2.38598103800687E-25,2.3673671743198E-25,2.37792219835575E-25,2.3577502557111E-25,2.33833606830819E-25,2.35127793683073E-25,2.34840435155275E-25,2.31424034042714E-25,2.31863632221152E-25,2.31117841254566E-25,2.298159398948E-25,2.3195807943635E-25,2.26726661650486E-25,2.26437084520826E-25,2.24378208340555E-25,2.24148250464182E-25,2.2144441384307E-25
884.1,2.40280121417694E-25,2.43340504588024E-25,2.39601375437721E-25,2.40392948472897E-25,2.42163850788071E-25,2.43665071149634E-25,2.45356851036804E-25,2.44149625878453E-25,2.43466788350441E-25,2.45105328776742E-25,2.41792076022884E-25,2.4130041432088E-25,2.41049273744127E-25,2.41015228637732E-25,2.44300399677369E-25,2.40373518758126E-25,2.42381207128122E-25,2.3981738974401E-25,2.38017765566714E-25,2.39483065025553E-25,2.37037255750184E-25,2.35089372798716E-25,2.36397393659824E-25,2.3599588480807E-25,2.32608788964762E-25,2.32666831935852E-25,2.31908871047842E-25,2.3101105643998E-25,2.33180323572498E-25,2.27151161358794E-25,2.27288093002283E-25,2.25646850026189E-25,2.24996949536475E-25,2.22341425205917E-25
884.2,2.41671613621526E-25,2.44638060096672E-25,2.40863419641068E-25,2.4163516380799E-25,2.43376443800045E-25,2.44477424496124E-25,2.46208466677682E-25,2.45745676818298E-25,2.44280874268811E-25,2.46278631211602E-25,2.4261177251333E-25,2.42521361937301E-25,2.42315054774034E-25,2.41826712967615E-25,2.45530512451566E-25,2.41196615442477E-25,2.4363412374373E-25,2.41066646100491E-25,2.39329117174401E-25,2.39948952039471E-25,2.3791409789141E-25,2.36375297490309E-25,2.37279802937628E-25,2.37180989556494E-25,2.33823354501049E-25,2.33891124297903E-25,2.32728094618814E-25,2.32236031135214E-25,2.34432547025239E-25,2.28411096946891E-25,2.28582349691112E-25,2.26945707097334E-25,2.26284911014944E-25,2.23703220370205E-25
884.3,2.42565216401832E-25,2.45885005435176E-25,2.42074675640008E-25,2.42826476794019E-25,2.44537980595022E-25,2.45997292628993E-25,2.4780412754013E-25,2.4651839140772E-25,2.45422838299185E-25,2.47400678677396E-25,2.43761823812829E-25,2.43300711582133E-25,2.43530054575889E-25,2.42965770273838E-25,2.46316149686289E-25,2.42354795724036E-25,2.44433674837215E-25,2.41863547575818E-25,2.40589958877996E-25,2.41200220265859E-25,2.39154824139691E-25,2.37196789206528E-25,2.38527944186958E-25,2.37934985792645E-25,2.34596322811365E-25,2.35064457017145E-25,2.33881766553605E-25,2.33016211039036E-25,2.35633933896138E-25,2.29620246188535E-25,2.28994437242246E-25,2.27776544293356E-25,2.27522186144388E-25,2.24577285482446E-25
884.4,2.43936082453152E-25,2.46744400207946E-25,2.42909662652147E-25,2.44047733899836E-25,2.45729306489172E-25,2.46786341242576E-25,2.4903227325276E-25,2.47707022424711E-25,2.46594491248661E-25,2.48177773972077E-25,2.45325858125262E-25,2.44499522203271E-25,2.44775120527065E-25,2.44134514195823E-25,2.47918684761071E-25,2.43542769110065E-25,2.4566474378526E-25,2.43090936746559E-25,2.41456995453426E-25,2.42061015875428E-25,2.40008361112118E-25,2.38461164148202E-25,2.39806345054447E-25,2.39097692721701E-25,2.35788752843935E-25,2.3587285583416E-25,2.34677191869952E-25,2.34219130197834E-25,2.36059239601561E-25,2.30859456420324E-25,2.30266104413926E-25,2.29053947038485E-25,2.28376567071207E-25,2.25479902738406E-25
884.5,2.44887801194103E-25,2.48050732423955E-25,2.44180005310014E-25,2.44899134431991E-25,2.46950435524862E-25,2.4798533387609E-25,2.49889896520669E-25,2.49314435893099E-25,2.47795846427236E-25,2.49358121869245E-25,2.46151116226509E-25,2.46120712214112E-25,2.46050268751938E-25,2.45715355548934E-25,2.49157605000777E-25,2.44760549677599E-25,2.46925836986161E-25,2.44348337659588E-25,2.42777392973728E-25,2.43371745420238E-25,2.41308462856214E-25,2.39755743043482E-25,2.40694640278416E-25,2.40290089774482E-25,2.36618824883943E-25,2.37104986957867E-25,2.36278482196892E-25,2.35056467375269E-25,2.3731860135598E-25,2.31721367919205E-25,2.31150582768791E-25,2.29942344241205E-25,2.28845906517486E-25,2.26411078107441E-25
884.6,2.46238101209838E-25,2.49306501026158E-25,2.45399602596498E-25,2.46499310035988E-25,2.4851114111707E-25,2.4913320239735E-25,2.51096146699222E-25,2.50482798795574E-25,2.48946085864941E-25,2.50863573675868E-25,2.47309553203974E-25,2.46905870296698E-25,2.47274684123168E-25,2.46480283720368E-25,2.50345602989234E-25,2.4592732023123E-25,2.48136138900132E-25,2.4555493465475E-25,2.43621278287158E-25,2.44631956916067E-25,2.42557994265346E-25,2.40583024468501E-25,2.41951660628932E-25,2.41048961347734E-25,2.38182341999379E-25,2.38286197739524E-25,2.37050774686955E-25,2.35841231684642E-25,2.38122569209687E-25,2.32530786753015E-25,2.32400794977486E-25,2.30778330933876E-25,2.30089626935E-25,2.27289986215331E-25
