wavelength,absorption cross-section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nm,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2
,77 K,100 K,110 K,120 K,130 K,140 K,150 K,160 K,170 K,180 K,190 K,200 K,210 K,220 K,230 K,240 K,250 K,260 K,270 K,280 K,290 K,300 K,310 K,320 K,330 K,340 K,350 K,360 K,370 K,380 K,390 K,400 K,410 K,420 K
918.6,6.70896364991524E-25,6.68297421184163E-25,6.6183009706285E-25,6.60241671359038E-25,6.57502451918029E-25,6.56415941382242E-25,6.55596214905012E-25,6.49847466463475E-25,6.46099930669331E-25,6.4308198055884E-25,6.37736042573667E-25,6.34185420119246E-25,6.30208949264681E-25,6.25944395157997E-25,6.25455269627598E-25,6.17575392437574E-25,6.17060797183178E-25,6.10690757176256E-25,6.02692331402138E-25,6.0066663273564E-25,5.9479442811383E-25,5.89610553839783E-25,5.87574646745793E-25,5.81387039571101E-25,5.73196108628728E-25,5.69859529886549E-25,5.65107133079938E-25,5.6059648399132E-25,5.60334551318796E-25,5.51308625970029E-25,5.47545138828703E-25,5.42004330838542E-25,5.39344543148235E-25,5.33017699463178E-25
918.7,6.70644987703448E-25,6.68391008229932E-25,6.61928085849752E-25,6.6034673632903E-25,6.57615918593208E-25,6.56444659810206E-25,6.55710155907752E-25,6.49874398477538E-25,6.46134301627726E-25,6.42953641538802E-25,6.37773590369218E-25,6.3404024349085E-25,6.3014152205655E-25,6.25902404171496E-25,6.25230538341179E-25,6.1744217910211E-25,6.16912670133469E-25,6.10547752803316E-25,6.0234896858315E-25,6.00510237416029E-25,5.95172612467355E-25,5.89556688467003E-25,5.87518097671933E-25,5.81289128384766E-25,5.73168688176796E-25,5.69990642317704E-25,5.64854620501076E-25,5.60496349265436E-25,5.6038872771477E-25,5.51043580665577E-25,5.47192502918708E-25,5.4221848522769E-25,5.39407092810489E-25,5.32983061581253E-25
918.8,6.70779047024794E-25,6.68313185224759E-25,6.61851472568498E-25,6.60274756603563E-25,6.57365166765216E-25,6.56201089475747E-25,6.5536530425473E-25,6.49449334423837E-25,6.45808545884521E-25,6.42979677650527E-25,6.37713099169483E-25,6.33623039105426E-25,6.2980193518498E-25,6.25503598555691E-25,6.2508098633452E-25,6.17377348875777E-25,6.16580337583499E-25,6.10132706482974E-25,6.02276636542076E-25,6.0043886928968E-25,5.94662526026933E-25,5.89576861050647E-25,5.87189361860152E-25,5.81153027875616E-25,5.72948509549327E-25,5.6921293764484E-25,5.6479551028289E-25,5.59967695038978E-25,5.60011793650442E-25,5.5074519179418E-25,5.47214390416201E-25,5.41838324183078E-25,5.38882275038051E-25,5.32842351297992E-25
918.9,6.70666656957395E-25,6.6810721966431E-25,6.6135680425601E-25,6.59794461365092E-25,6.57270938641148E-25,6.55751330825954E-25,6.55086630726956E-25,6.49266786665963E-25,6.45631355432228E-25,6.42637290611005E-25,6.37102895074133E-25,6.3344367543705E-25,6.29435386414077E-25,6.25247026942719E-25,6.2464403904534E-25,6.17029980468643E-25,6.16308801815017E-25,6.10038245945033E-25,6.02177080257688E-25,5.99804903271178E-25,5.9421361548704E-25,5.89050549504717E-25,5.86920518574039E-25,5.80911772289437E-25,5.72462968677897E-25,5.69283170444732E-25,5.64244026852919E-25,5.59724930382376E-25,5.59925310742276E-25,5.50737670445367E-25,5.46805131449304E-25,5.41672454300197E-25,5.38802946987736E-25,5.32425364772656E-25
919,6.70800705615048E-25,6.6823127368995E-25,6.61377956396728E-25,6.5981780658164E-25,6.57203957585855E-25,6.55866212979699E-25,6.54928443112659E-25,6.4911153709522E-25,6.45393708975463E-25,6.42748581061605E-25,6.37042518631283E-25,6.33203401659549E-25,6.29187192749879E-25,6.25017822350875E-25,6.2458138534078E-25,6.16710085077895E-25,6.16152389041686E-25,6.09536862821583E-25,6.01472013415436E-25,5.9946624631034E-25,5.94055689773974E-25,5.88897756984558E-25,5.86679047419441E-25,5.8061994977823E-25,5.72322501920621E-25,5.68824284443266E-25,5.64262486793497E-25,5.59197170005932E-25,5.59628067309335E-25,5.49963042317132E-25,5.46504131695823E-25,5.41614267239081E-25,5.3835748181901E-25,5.32284847266209E-25
919.1,6.70277379286974E-25,6.67850839620362E-25,6.61008591757043E-25,6.59555527181426E-25,6.56953451172889E-25,6.55444015400456E-25,6.54770320680338E-25,6.48956349243481E-25,6.45507103897211E-25,6.42433597346286E-25,6.36808181364204E-25,6.32875128956201E-25,6.28939150946956E-25,6.24704282082429E-25,6.24172135547678E-25,6.16305475363336E-25,6.15908313938642E-25,6.09209474532629E-25,6.01399838521411E-25,5.99484160354387E-25,5.9381005673601E-25,5.88658600186172E-25,5.86524513712739E-25,5.80406187552742E-25,5.72102750073747E-25,5.68603994350992E-25,5.63893669633291E-25,5.59294208822451E-25,5.59648179086896E-25,5.5014150941341E-25,5.46283989454459E-25,5.40993689519966E-25,5.38148231441572E-25,5.32061438713289E-25
919.2,6.70082884251025E-25,6.67773124239439E-25,6.60834596213036E-25,6.59103211030051E-25,6.56794803323664E-25,6.5520102671601E-25,6.54426242284914E-25,6.48352928575389E-25,6.45094153628492E-25,6.42033701215099E-25,6.3640017040384E-25,6.32635189606395E-25,6.2841909215692E-25,6.24306586485425E-25,6.23763274110878E-25,6.16155907614696E-25,6.15489086023861E-25,6.09055699402431E-25,6.0087639347248E-25,5.99056721065607E-25,5.93389177416392E-25,5.88160549858478E-25,5.86370035961452E-25,5.80114711267263E-25,5.71724564760516E-25,5.68304471267846E-25,5.63757298534729E-25,5.59000987168609E-25,5.59271877764969E-25,5.49685086320881E-25,5.45822199275929E-25,5.40935614294712E-25,5.37860531930712E-25,5.31506699540623E-25
919.3,6.69997886391928E-25,6.67393108585368E-25,6.60465700410353E-25,6.58936408937749E-25,6.56361261340788E-25,6.54868828363917E-25,6.53803771651254E-25,6.48018902123661E-25,6.44856825671665E-25,6.41719251390341E-25,6.36253052111211E-25,6.32307365531622E-25,6.28171509728459E-25,6.23993577158381E-25,6.23354800306977E-25,6.15921518445626E-25,6.15157808838346E-25,6.08728679000632E-25,6.00533816912218E-25,5.98896599153112E-25,5.92968697432359E-25,5.88094383967577E-25,5.85782081003257E-25,5.79590193726039E-25,5.7142590823805E-25,5.6752966793343E-25,5.63388912918431E-25,5.58552051671006E-25,5.58579278766009E-25,5.49308377691989E-25,5.45602415767288E-25,5.40075547570156E-25,5.37259137402102E-25,5.31283714884996E-25
919.4,6.69557617590545E-25,6.66986192214548E-25,6.6016727755916E-25,6.58647441837005E-25,6.55900917047145E-25,6.54509654673309E-25,6.53340458035051E-25,6.4738953459302E-25,6.44329731570177E-25,6.41292787822477E-25,6.35644822856999E-25,6.31776685530157E-25,6.27715689407707E-25,6.23569308763361E-25,6.23005865978378E-25,6.1532085626352E-25,6.14974572888291E-25,6.08115022671471E-25,6.00254356478279E-25,5.98264704683677E-25,5.92346380185029E-25,5.87655962834723E-25,5.85340800931916E-25,5.79505115465264E-25,5.71021072739163E-25,5.67361975783211E-25,5.62916334361097E-25,5.58232096668949E-25,5.58493006759518E-25,5.4906314759966E-25,5.4511411535167E-25,5.40070511865479E-25,5.37023210122306E-25,5.30702739627993E-25
919.5,6.69254209764987E-25,6.66808031205529E-25,6.59993623088647E-25,6.58480815361732E-25,6.555597036713E-25,6.54267201287548E-25,6.53275706133466E-25,6.47413826114784E-25,6.43917892360176E-25,6.40978870104006E-25,6.35324580054288E-25,6.31449504559208E-25,6.27378015168128E-25,6.23256828643003E-25,6.22598086619535E-25,6.15002199216275E-25,6.14381336905707E-25,6.07702231700657E-25,5.9982223300238E-25,5.97838411973789E-25,5.92101694493633E-25,5.87245166510322E-25,5.84754160615835E-25,5.78826073742588E-25,5.70881088932803E-25,5.66825958072573E-25,5.6262583310402E-25,5.57394997089303E-25,5.57880584296765E-25,5.48212344892644E-25,5.44733908666496E-25,5.3969221721257E-25,5.36579577751204E-25,5.30562831760508E-25
919.6,6.68841873678997E-25,6.66127371824127E-25,6.59625428307584E-25,6.58029612317577E-25,6.55401593620987E-25,6.53846569552781E-25,6.52840159208978E-25,6.46991169564502E-25,6.43419087217015E-25,6.40834981987309E-25,6.35004584259629E-25,6.30947030365506E-25,6.26859806918527E-25,6.22692263333405E-25,6.22276941940756E-25,6.14429925795654E-25,6.14050870136246E-25,6.07376203253009E-25,5.99390531725999E-25,5.97412527793195E-25,5.91595062274581E-25,5.86748695161591E-25,5.8460031725522E-25,5.78535643338566E-25,5.70266855861884E-25,5.66764800604543E-25,5.6202699595571E-25,5.57413947785313E-25,5.57584721611195E-25,5.48232027660799E-25,5.44434352491479E-25,5.3899437559441E-25,5.36371222075475E-25,5.30092560095767E-25
919.7,6.68211911450128E-25,6.65849174809607E-25,6.59160349318729E-25,6.57673644310577E-25,6.55060789418549E-25,6.53515419330745E-25,6.52497640812392E-25,6.4656892776744E-25,6.43095400949277E-25,6.40266925449576E-25,6.34598286808848E-25,6.30532804993355E-25,6.26522813154838E-25,6.22380429982618E-25,6.21956041030253E-25,6.14111918378133E-25,6.14069937633073E-25,6.07050420263372E-25,5.98869423026939E-25,5.97075687496367E-25,5.91525410384901E-25,5.86424731494141E-25,5.83842015784651E-25,5.78090437913267E-25,5.70048150352391E-25,5.66387505151574E-25,5.61814150578583E-25,5.5696660617999E-25,5.57289061511999E-25,5.47540673844388E-25,5.43974499850725E-25,5.39096511419075E-25,5.36006493410684E-25,5.29705297020394E-25
919.8,6.67800568476076E-25,6.6537053668618E-25,6.58695761928692E-25,6.57507413239373E-25,6.54628977845442E-25,6.53273549138871E-25,6.52155403845626E-25,6.46147099930007E-25,6.42597546135046E-25,6.39784311487598E-25,6.34365332207715E-25,6.30206584143312E-25,6.260958506068E-25,6.21817002054223E-25,6.21635383521588E-25,6.13540791160854E-25,6.13303462426646E-25,6.06638633301614E-25,5.98438648760189E-25,5.96739105123138E-25,5.90845023398416E-25,5.85929186221488E-25,5.83602238657239E-25,5.77336193721403E-25,5.69592824727047E-25,5.65537104256812E-25,5.61216405812262E-25,5.56442124749444E-25,5.56993603717966E-25,5.47165790025413E-25,5.43595296565708E-25,5.38160184828365E-25,5.35485778744282E-25,5.29483279382163E-25
919.9,6.67607242852345E-25,6.64992620738457E-25,6.58134686758956E-25,6.57057230668145E-25,6.54197598532096E-25,6.52676047234934E-25,6.51443799389514E-25,6.45725685260848E-25,6.4192609936075E-25,6.39302234007712E-25,6.33700481521641E-25,6.29530557041438E-25,6.25579176306468E-25,6.21421959443699E-25,6.2114286239459E-25,6.13307806681887E-25,6.12886665044371E-25,6.06141077198489E-25,5.98097952996431E-25,5.96402780276234E-25,5.90252729810779E-25,5.85520007873512E-25,5.83190206822909E-25,5.76892189826924E-25,5.69216787302353E-25,5.65318476075766E-25,5.60927036140809E-25,5.56383481463548E-25,5.56698347948442E-25,5.46712423252854E-25,5.4289611455663E-25,5.38022797257981E-25,5.35043740934851E-25,5.28849478066521E-25
920,6.67360074782073E-25,6.64887347833767E-25,6.58040367260582E-25,6.56879822529845E-25,6.53765745463249E-25,6.52529286148066E-25,6.51374721375976E-25,6.45487990071539E-25,6.41701884406608E-25,6.39262099248623E-25,6.33740343129065E-25,6.29390001606029E-25,6.25155407635879E-25,6.21299591844078E-25,6.20751348463064E-25,6.1317861228075E-25,6.12916697622614E-25,6.06088525630847E-25,5.97850667657491E-25,5.96162163101808E-25,5.9045562561297E-25,5.85040678125714E-25,5.83136976498836E-25,5.7687535934144E-25,5.68955887702012E-25,5.65057227295977E-25,5.60756454622003E-25,5.55744740321566E-25,5.56360717593351E-25,5.46295727408625E-25,5.42790157074531E-25,5.37679561484555E-25,5.34796490443378E-25,5.2881793599865E-25
920.1,6.66949814637502E-25,6.64510098607007E-25,6.57964567653587E-25,6.56336122198526E-25,6.53426457009421E-25,6.51844467731022E-25,6.50941390277061E-25,6.45156401668902E-25,6.41205927073716E-25,6.3886539163263E-25,6.33076863298058E-25,6.28802923642797E-25,6.24819971940328E-25,6.20570606027636E-25,6.20431792842586E-25,6.12861716578671E-25,6.12326550780356E-25,6.0541994485818E-25,5.97421149820843E-25,5.95826484005089E-25,5.89864215526645E-25,5.84632575061512E-25,5.82467591086592E-25,5.7620071872925E-25,5.68501965022745E-25,5.64917683196933E-25,5.60007023752387E-25,5.55686253173292E-25,5.55908814057462E-25,5.4623671139344E-25,5.42092665705843E-25,5.37064867787999E-25,5.34433337836915E-25,5.28267677651882E-25
920.2,6.66648472082092E-25,6.64133181882057E-25,6.57211318743531E-25,6.55887425916929E-25,6.53178355097458E-25,6.51426463996006E-25,6.50232206069562E-25,6.44558567458231E-25,6.40884123381266E-25,6.38300255007839E-25,6.32500456761906E-25,6.28478231765587E-25,6.2439495848237E-25,6.20511332076307E-25,6.20112478624486E-25,6.12124296605632E-25,6.1173717606505E-25,6.0483819829569E-25,5.96813289348921E-25,5.94873495203538E-25,5.89447296073914E-25,5.8413933549803E-25,5.82056865253678E-25,5.75604089437156E-25,5.68284300368066E-25,5.64542198179822E-25,5.59795311161586E-25,5.54854431531129E-25,5.55300320488849E-25,5.45391794630005E-25,5.41635542575267E-25,5.37087027010884E-25,5.34148345912963E-25,5.27800208236583E-25
920.3,6.65913695759965E-25,6.63357286431781E-25,6.56749075552847E-25,6.55627728548893E-25,6.52657869190191E-25,6.51008867571375E-25,6.49708050543186E-25,6.44050244817808E-25,6.40215708406988E-25,6.37735845895191E-25,6.3209679144016E-25,6.27718186762952E-25,6.23701185480271E-25,6.19616710190236E-25,6.19536295746896E-25,6.11640084198205E-25,6.11322095807786E-25,6.04514503031629E-25,5.96295503020056E-25,5.94715021598584E-25,5.88857212445803E-25,5.83902967770678E-25,5.81646521078957E-25,5.75239033857299E-25,5.67674022327725E-25,5.63931359078577E-25,5.59124048930182E-25,5.54332761949418E-25,5.54771066763138E-25,5.45097445905315E-25,5.41258604853657E-25,5.36076107696175E-25,5.33474690228125E-25,5.27497309622205E-25
920.4,6.65423780393304E-25,6.63108303611305E-25,6.56121551117255E-25,6.55301193294099E-25,6.52165224923495E-25,6.5044204116653E-25,6.49395501179823E-25,6.43569735927825E-25,6.39748666894468E-25,6.37283565905872E-25,6.31634811235419E-25,6.27334531506531E-25,6.2330448970995E-25,6.19334548524778E-25,6.19073666163663E-25,6.11099694887272E-25,6.10761259612842E-25,6.03961162403233E-25,5.95983895330118E-25,5.94231556719667E-25,5.88381782287733E-25,5.83011107836319E-25,5.81178030447529E-25,5.74824630366281E-25,5.67248638551445E-25,5.6350546556007E-25,5.58710444065927E-25,5.54147407707512E-25,5.54348000900906E-25,5.44595315563675E-25,5.40749950860515E-25,5.358873964096E-25,5.33062215475706E-25,5.27057904316418E-25
920.5,6.64799151352395E-25,6.62234700384377E-25,6.55564107483772E-25,6.54571327849565E-25,6.51283674067257E-25,6.49848793686173E-25,6.4887239943925E-25,6.42885603836889E-25,6.38909119176865E-25,6.36636425219E-25,6.30974554497769E-25,6.26750237469084E-25,6.22522998063699E-25,6.18692132242272E-25,6.18413404965669E-25,6.1070046597839E-25,6.10087419488311E-25,6.0346693135356E-25,5.95021844293241E-25,5.93369832310001E-25,5.87793130049979E-25,5.82349324378255E-25,5.80597226912525E-25,5.74153116785901E-25,5.66796495566145E-25,5.62347889859494E-25,5.5827005585334E-25,5.53164488234104E-25,5.53585208490207E-25,5.43831774624414E-25,5.40135203720138E-25,5.35116795149385E-25,5.32235189797851E-25,5.26428057158411E-25
920.6,6.64391341383618E-25,6.61859777394867E-25,6.55199881427385E-25,6.53842649651332E-25,6.50855902584075E-25,6.49080012872328E-25,6.4816660653521E-25,6.42467637667883E-25,6.38330028555954E-25,6.35822359957404E-25,6.3040095711275E-25,6.26079948816315E-25,6.22100254250242E-25,6.18133823965917E-25,6.17924834556016E-25,6.10050350843783E-25,6.09760363583996E-25,6.02802291984982E-25,5.94595073558172E-25,5.93036278538328E-25,5.87205246194351E-25,5.81773572393479E-25,5.80102706924971E-25,5.7340596372746E-25,5.66110034761539E-25,5.62209255113199E-25,5.57372226112275E-25,5.52875565645151E-25,5.53136145645991E-25,5.4361670868399E-25,5.3952130455965E-25,5.34426594795968E-25,5.31719330437035E-25,5.25880851203032E-25
920.7,6.63876037263175E-25,6.61286490122661E-25,6.54835961681894E-25,6.5339653320729E-25,6.50247853358748E-25,6.48576634316853E-25,6.4746193967012E-25,6.41873482059336E-25,6.37837918445608E-25,6.35428816882207E-25,6.2965699945782E-25,6.25583973876395E-25,6.21677926916305E-25,6.17327045918993E-25,6.17436810306156E-25,6.09652069126371E-25,6.09088019614612E-25,6.02223980703818E-25,5.9407987933211E-25,5.9226447112066E-25,5.86531801137439E-25,5.81113612565401E-25,5.79694191045915E-25,5.7288963031339E-25,5.65815399824025E-25,5.61836080387761E-25,5.57161818892361E-25,5.52048965094667E-25,5.52375400531487E-25,5.42698691030739E-25,5.38828956784002E-25,5.34211518777928E-25,5.31049414291037E-25,5.25334330646066E-25
920.8,6.63418032704235E-25,6.60688575052387E-25,6.54264114460606E-25,6.53035592376498E-25,6.49732385325409E-25,6.48345975196019E-25,6.47304695526066E-25,6.41552263255543E-25,6.37188040934416E-25,6.35140259103402E-25,6.29271832836606E-25,6.25274137742904E-25,6.2117144017481E-25,6.16876755031063E-25,6.16965975631013E-25,6.09275612698493E-25,6.08516390393397E-25,6.01748087217528E-25,5.93659995118458E-25,5.92028724996863E-25,5.86131493453483E-25,5.80811588022578E-25,5.79302099187973E-25,5.72493136652931E-25,5.65246457793494E-25,5.61344962522236E-25,5.56614422884009E-25,5.5210967116686E-25,5.52277632211232E-25,5.42756332914276E-25,5.38726594803358E-25,5.33558135215542E-25,5.30652649126161E-25,5.2489755477731E-25
920.9,6.6271628963184E-25,6.60540575020284E-25,6.53928400122648E-25,6.52337067200059E-25,6.49243519648443E-25,6.47783116919959E-25,6.46720335152515E-25,6.41074969251921E-25,6.36810685293853E-25,6.34440237105359E-25,6.28642712472443E-25,6.24806592436332E-25,6.20777483825225E-25,6.16596767689196E-25,6.16676650247031E-25,6.08905478908617E-25,6.07873493210082E-25,6.01283805372027E-25,5.93173392049068E-25,5.91373720618651E-25,5.85573327305746E-25,5.805196292435E-25,5.78666050807937E-25,5.71929034792465E-25,5.64979792229139E-25,5.6115593984208E-25,5.56203573938122E-25,5.51542103193833E-25,5.51935244196076E-25,5.42101485258588E-25,5.37984014690837E-25,5.33370845651215E-25,5.30397595453556E-25,5.2454268163278E-25
921,6.62418154516784E-25,6.59573663158374E-25,6.53182459482014E-25,6.51892780034048E-25,6.48728057921435E-25,6.46930740368664E-25,6.46018464101987E-25,6.4048309115563E-25,6.36063041878672E-25,6.33797680201842E-25,6.27902198378316E-25,6.24139702370475E-25,6.20089879235633E-25,6.15958751075991E-25,6.15765595974662E-25,6.08091739082493E-25,6.07376300705577E-25,6.00792862317607E-25,5.92483216968617E-25,5.90867179226661E-25,5.84988715970468E-25,5.79523464794747E-25,5.78088873294016E-25,5.71414754312034E-25,5.64218685101081E-25,5.60160759441368E-25,5.55538132358487E-25,5.50718495494347E-25,5.50943837673045E-25,5.41653896085538E-25,5.37689525164284E-25,5.32605093035292E-25,5.29422066680006E-25,5.23835522648777E-25
921.1,6.61690901997248E-25,6.59102488775534E-25,6.52533398877683E-25,6.51075658589285E-25,6.47764059801242E-25,6.465177563694E-25,6.45590816518241E-25,6.39540778805779E-25,6.35402353307213E-25,6.33072689164435E-25,6.26992909092612E-25,6.23387611759661E-25,6.19492139747912E-25,6.15321653503976E-25,6.15195478307819E-25,6.07196294004227E-25,6.06707927303287E-25,6.00132606535525E-25,5.91882432214501E-25,5.90012373239295E-25,5.84319004175377E-25,5.79120732163347E-25,5.77512436985534E-25,5.70520391176891E-25,5.63458853087919E-25,5.59711781561228E-25,5.54722068965913E-25,5.50354922476383E-25,5.50730705459516E-25,5.41129015833226E-25,5.36842676471611E-25,5.3199785034645E-25,5.2914064386988E-25,5.23291922283222E-25
921.2,6.60964834015808E-25,6.58434495846736E-25,6.51980809563987E-25,6.50539459730559E-25,6.47340015038412E-25,6.45755239083493E-25,6.44799836424485E-25,6.3912629429529E-25,6.3499948028435E-25,6.32598625875378E-25,6.26509753709515E-25,6.22895016092869E-25,6.18983913241184E-25,6.14520494420074E-25,6.14626096749033E-25,6.0671776074579E-25,6.0629778852671E-25,5.99558116458346E-25,5.91194225560588E-25,5.89594448241414E-25,5.8399331146065E-25,5.78633934935321E-25,5.77276450980216E-25,5.69779723179988E-25,5.63088515231465E-25,5.58952602798632E-25,5.54361616937275E-25,5.49457159372325E-25,5.50052078993326E-25,5.40371859951744E-25,5.36470132095865E-25,5.31469956107937E-25,5.28551931916802E-25,5.22830138990305E-25
921.3,6.6016021712734E-25,6.57893217290729E-25,6.51456110539726E-25,6.49845022279792E-25,6.46316690293386E-25,6.45108539026059E-25,6.44037464146899E-25,6.38389093573604E-25,6.34111130334249E-25,6.31902798261748E-25,6.25461070899483E-25,6.22172232821637E-25,6.18326293716535E-25,6.14077408775842E-25,6.14000066299889E-25,6.06018072755321E-25,6.0548694770522E-25,5.98842197116946E-25,5.907104695342E-25,5.88856179253317E-25,5.830097484502E-25,5.78006230601214E-25,5.76304200637982E-25,5.69219217742284E-25,5.6220271619422E-25,5.5822189405391E-25,5.53423711071023E-25,5.49121827738343E-25,5.4932423463992E-25,5.40030762230441E-25,5.35731473463627E-25,5.30734651410643E-25,5.2783774612044E-25,5.22233953484684E-25
921.4,6.59943535939322E-25,6.57101508882094E-25,6.50782387922733E-25,6.49469016282586E-25,6.45688073751867E-25,6.44234100386963E-25,6.43493940514079E-25,6.37511395113715E-25,6.3359689498728E-25,6.31402828720846E-25,6.25037045047433E-25,6.21396300108245E-25,6.17703775733488E-25,6.13333582252067E-25,6.13151700066288E-25,6.05347958556121E-25,6.04708707879958E-25,5.98073089280028E-25,5.8982094609131E-25,5.88151605630716E-25,5.82486780677632E-25,5.77240892404256E-25,5.75618216861635E-25,5.68756677990332E-25,5.61961193000305E-25,5.57438040405466E-25,5.53112648025955E-25,5.48275468011879E-25,5.48852577387171E-25,5.39170881907616E-25,5.34782604857854E-25,5.30416062383147E-25,5.2714698994783E-25,5.21422418282822E-25
921.5,6.591136334385E-25,6.56632978118352E-25,6.50041652634725E-25,6.48563527748634E-25,6.44819768844316E-25,6.43736593318705E-25,6.42797189266055E-25,6.3692425288212E-25,6.32854640773382E-25,6.30433046448229E-25,6.24302518423615E-25,6.20648824604847E-25,6.17020926674582E-25,6.12700249256801E-25,6.12753613334798E-25,6.04623268672036E-25,6.04044258778038E-25,5.97332399781949E-25,5.89311545964709E-25,5.87388555418492E-25,5.81906155905043E-25,5.76672071703971E-25,5.75129494677932E-25,5.68170316224557E-25,5.61282522940355E-25,5.56682648482102E-25,5.52602605295856E-25,5.47837853797328E-25,5.4802230866609E-25,5.38726243988852E-25,5.3456878019732E-25,5.29420771077029E-25,5.26560936373467E-25,5.2104343512765E-25
921.6,6.58391763064676E-25,6.55772501002495E-25,6.49207156115564E-25,6.47659847659063E-25,6.44220343487223E-25,6.42805008871618E-25,6.42011176383517E-25,6.36076480730156E-25,6.32113620566843E-25,6.29630781014697E-25,6.23484859143086E-25,6.20244885499362E-25,6.16339126237734E-25,6.11903786312697E-25,6.1185049364337E-25,6.03817185886902E-25,6.03125153018169E-25,5.96761477924267E-25,5.8836413924072E-25,5.86713330227596E-25,5.81240992131706E-25,5.75936076306276E-25,5.74387954706822E-25,5.67584722462113E-25,5.60604871783474E-25,5.56391534114846E-25,5.51641232088672E-25,5.47324709790095E-25,5.47579124785987E-25,5.37973121845509E-25,5.33649445071622E-25,5.29130253521662E-25,5.26204955595665E-25,5.20341860243332E-25
921.7,6.57990203976791E-25,6.54717923325414E-25,6.48753531365178E-25,6.46850390046664E-25,6.43532762686823E-25,6.42222330079887E-25,6.41497216807534E-25,6.35143358119757E-25,6.3137383035764E-25,6.28912547873498E-25,6.22752889947236E-25,6.19413893717426E-25,6.15834539928168E-25,6.11108736917743E-25,6.11201316219773E-25,6.03177367458083E-25,6.02207890007774E-25,5.95854649408863E-25,5.87768814851444E-25,5.86039109305238E-25,5.8057680420054E-25,5.75117485361048E-25,5.73563339331228E-25,5.66697899354807E-25,5.60082552572601E-25,5.55483753099262E-25,5.51057662447708E-25,5.46357135460874E-25,5.46751190616857E-25,5.37298341745031E-25,5.33201335266711E-25,5.28293739808705E-25,5.25314866872483E-25,5.19560818073021E-25
921.8,6.57030506527239E-25,6.54029250509311E-25,6.48083652710867E-25,6.46384396376107E-25,6.42819038164931E-25,6.41266676563392E-25,6.40596220288955E-25,6.34532129291973E-25,6.30692889949037E-25,6.28250748835565E-25,6.22078997190622E-25,6.18557232221911E-25,6.14951453553977E-25,6.10533117410268E-25,6.10358010270822E-25,6.02511253600306E-25,6.01944557618574E-25,5.9542647328817E-25,5.87147072842358E-25,5.85338684551507E-25,5.7971634585279E-25,5.74524148226415E-25,5.72628888345295E-25,5.66162399637529E-25,5.59071368832977E-25,5.54781344691788E-25,5.50147371982041E-25,5.45969934408835E-25,5.46359003109112E-25,5.36982436854227E-25,5.32570127631303E-25,5.27587278189196E-25,5.24780255981065E-25,5.18995290145927E-25
921.9,6.56205936975462E-25,6.53466341754324E-25,6.47347302796127E-25,6.45485023236625E-25,6.42044891131134E-25,6.40599496752234E-25,6.39814046753489E-25,6.33948878645828E-25,6.30040119026349E-25,6.27534697950461E-25,6.21265357564697E-25,6.17984798575921E-25,6.14184981446757E-25,6.09822087766799E-25,6.09710961428063E-25,6.01626707600307E-25,6.01114435990557E-25,5.94857938760973E-25,5.86465991807509E-25,5.84666463328615E-25,5.79139234519941E-25,5.73708061399591E-25,5.7205936004022E-25,5.65428819643784E-25,5.58473882778591E-25,5.54030321318556E-25,5.49790598414896E-25,5.45156376169886E-25,5.45456451689193E-25,5.35924606736105E-25,5.3196694436005E-25,5.27142368650246E-25,5.24121208214574E-25,5.1845763134149E-25
922,6.55382879579485E-25,6.52514443476579E-25,6.46612154341835E-25,6.44771433724511E-25,6.40918098895623E-25,6.3984697652031E-25,6.39212819599944E-25,6.33106659296954E-25,6.29050053289274E-25,6.26655363376097E-25,6.2053699181318E-25,6.16987899982788E-25,6.13419821548845E-25,6.08786263186703E-25,6.08897516534745E-25,6.00743877062179E-25,6.00116513043223E-25,5.93954860761159E-25,5.85611581096858E-25,5.84167375469206E-25,5.78223819422423E-25,5.73060248363138E-25,5.71238904232245E-25,5.64546149348259E-25,5.57646823444806E-25,5.53127170389441E-25,5.48909924067946E-25,5.44419753752604E-25,5.44709001834033E-25,5.35483181530275E-25,5.31364578130041E-25,5.25998996932667E-25,5.23311176169944E-25,5.17679851719383E-25
922.1,6.54938956388569E-25,6.51933719195528E-25,6.45961647870182E-25,6.43871810133597E-25,6.4050751810511E-25,6.39195347496802E-25,6.38525797746945E-25,6.32278871123962E-25,6.28502869164512E-25,6.26049726459184E-25,6.19914493430274E-25,6.1651970525279E-25,6.12840459877039E-25,6.08268660807386E-25,6.08107069198056E-25,6.00216591747393E-25,5.99646181561123E-25,5.93325549719097E-25,5.85117758371871E-25,5.83339270109714E-25,5.7775137054394E-25,5.72435514202785E-25,5.70608200369961E-25,5.64237204891786E-25,5.57093245803125E-25,5.52727405132099E-25,5.48676582573832E-25,5.44182464801211E-25,5.44234765583661E-25,5.34930731526862E-25,5.3064589240317E-25,5.25750144924985E-25,5.23078036027095E-25,5.17175406261648E-25
