wavelength,emission cross-section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nm,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2,m^2
,77 K,100 K,110 K,120 K,130 K,140 K,150 K,160 K,170 K,180 K,190 K,200 K,210 K,220 K,230 K,240 K,250 K,260 K,270 K,280 K,290 K,300 K,310 K,320 K,330 K,340 K,350 K,360 K,370 K,380 K,390 K,400 K,410 K,420 K
931.2,3.12280786774198E-28,2.49143456433156E-27,1.40577540647172E-27,7.55455216454788E-28,1.75304121053188E-27,9.76344119540302E-28,5.67266422585939E-27,1.0214794469771E-26,8.01721845955501E-27,8.66414899362097E-27,1.45339855947114E-26,1.75177881780166E-26,2.18887406425534E-26,2.23673532307657E-26,2.59069968762504E-26,2.87079574531344E-26,3.33374762861385E-26,3.5625281215216E-26,3.71779696339606E-26,4.38779354908545E-26,4.69493979212434E-26,5.13702573965831E-26,5.40101795647556E-26,5.85210740139171E-26,6.62957696674054E-26,7.0128590855566E-26,6.77837976346031E-26,7.07155640029071E-26,7.99628271761634E-26,8.24058167427583E-26,8.37273036770069E-26,8.9157775110671E-26,9.55622253842208E-26,9.7864223900516E-26
931.3,2.15975950685752E-28,2.36060810424117E-27,1.52007645880189E-27,1.22044156026291E-27,3.08565591251067E-27,1.28286475709817E-27,5.98721980654665E-27,9.56856592891266E-27,7.93996115481311E-27,9.05290430558121E-27,1.40853644907579E-26,1.552760252965E-26,2.30982683394732E-26,2.23490794147681E-26,2.52800632643789E-26,2.9825457006006E-26,3.36376805292719E-26,3.53725532119407E-26,3.71234446408775E-26,4.3560902246093E-26,4.66208796988706E-26,5.06137616651622E-26,5.54174029677514E-26,5.77472647700705E-26,6.51109448875554E-26,7.0007364121046E-26,6.83772159166806E-26,7.25905592410927E-26,7.80441739764632E-26,8.37748415508049E-26,8.57661131845732E-26,8.80896418384004E-26,9.54705021345999E-26,9.86954437913184E-26
931.4,-2.14437727663136E-28,1.79296122436368E-27,2.11438851705519E-27,3.59179971699563E-28,1.7761037741204E-27,1.70295809441474E-27,6.04127257955631E-27,1.04575825494545E-26,8.26303861107517E-27,8.31879100296696E-27,1.41498472925247E-26,1.71491996875469E-26,2.25050394604863E-26,2.19987834355164E-26,2.51117311245769E-26,2.986093615491E-26,3.39685159718395E-26,3.59562190669251E-26,3.63489504988939E-26,4.43403269995275E-26,4.61479638511794E-26,5.14253190112021E-26,5.61496399173326E-26,5.8159815166795E-26,6.51174234960759E-26,6.97994700609103E-26,6.89411405338576E-26,7.01857242620732E-26,7.7379050653475E-26,8.08432373339027E-26,8.42658032871337E-26,8.86609732210644E-26,9.38834012817488E-26,9.62823580603716E-26
931.5,2.81476667309203E-28,2.10223643209253E-27,2.30179132206546E-27,1.01264930071406E-27,2.51614249249819E-27,6.2221563531677E-28,5.95721611635368E-27,1.00760994572842E-26,8.27687828077595E-27,8.40806948526136E-27,1.30915009561384E-26,1.65255973784157E-26,2.19576865798696E-26,2.21815936095075E-26,2.68674929023821E-26,2.84481024889714E-26,3.44008170481348E-26,3.58812620664377E-26,3.57348694672387E-26,4.51205736917868E-26,4.77474317316111E-26,5.1136579477476E-26,5.50473599724098E-26,5.88131865094196E-26,6.66362478293791E-26,7.12359554255213E-26,6.73819260433427E-26,6.93361429538969E-26,7.8707550206417E-26,8.26383648670791E-26,8.36454892847931E-26,8.86042190495709E-26,9.58209639668801E-26,9.83832939001922E-26
931.6,3.25834923522074E-28,2.25481252784313E-27,1.5657308997504E-27,-2.36571488005855E-29,2.52013071906246E-27,6.41331323218003E-28,5.93621369402922E-27,1.05267784463809E-26,7.38243891813362E-27,8.15072330515022E-27,1.41552310322952E-26,1.71765260407822E-26,2.2982993841691E-26,2.27573713922851E-26,2.65465556943967E-26,2.9291211265567E-26,3.39634545163404E-26,3.62145305893141E-26,3.81964134773022E-26,4.54858983890501E-26,4.67643935868489E-26,5.09529980583118E-26,5.53373580382651E-26,5.77694019261282E-26,6.59216264219936E-26,6.96860595857808E-26,6.83527630198694E-26,7.16030204931084E-26,8.099588672054E-26,8.10620897010043E-26,8.58039589420872E-26,8.73243057724313E-26,9.61389849087828E-26,9.82541396721316E-26
931.7,2.69577737694728E-28,3.19024099788202E-27,7.89237174640425E-28,-2.82468647886327E-29,2.7346425578621E-27,1.07464527947749E-27,6.4547804603067E-27,1.02233886643276E-26,7.36117750437331E-27,8.72754213507437E-27,1.56964120035225E-26,1.80833260733585E-26,2.22396958580665E-26,2.24470135247776E-26,2.59089981829431E-26,2.85077809987494E-26,3.43050861220106E-26,3.63386380328315E-26,3.77225462847775E-26,4.53823028852466E-26,4.7023144501327E-26,5.22116169874245E-26,5.57318898497041E-26,5.80410066750847E-26,6.6247947903206E-26,6.93042807738216E-26,6.96563356437603E-26,7.18605084635021E-26,7.90735534297918E-26,8.177785980776E-26,8.37516293440634E-26,8.91197796139659E-26,9.59580956096265E-26,9.7398467696443E-26
931.8,-7.92083508541259E-28,2.14230087591356E-27,1.44475369396715E-27,1.9605139692773E-28,1.75775374953008E-27,1.41299176356743E-27,5.39867235785871E-27,1.0103446958924E-26,9.2760718934768E-27,9.22055008992013E-27,1.47134268083657E-26,1.62866439007795E-26,2.25673002074997E-26,2.34772298894221E-26,2.73611437526123E-26,2.90458830011023E-26,3.39178211974424E-26,3.59807426243475E-26,3.70651039892254E-26,4.55560410536516E-26,4.78817152361805E-26,5.26619754297964E-26,5.64918669025524E-26,5.85678321244449E-26,6.63383439732746E-26,7.15374814315769E-26,6.74462178383851E-26,7.49581243169261E-26,7.94140984829908E-26,8.3707440369968E-26,8.55958483216793E-26,8.95528405940017E-26,9.61515937581872E-26,9.70868943507305E-26
931.9,3.49460694992553E-28,2.24579501312656E-27,1.09620405340692E-27,-6.49552996099933E-28,3.2835815904683E-27,5.39660874974413E-28,5.09613238159328E-27,1.08362816077541E-26,8.60610462891693E-27,9.00076000235934E-27,1.43587897599236E-26,1.82157370023136E-26,2.26341708201049E-26,2.36813709132419E-26,2.7011144155477E-26,2.92389687199066E-26,3.43408430900814E-26,3.51400681558294E-26,3.80229849511139E-26,4.54416632075972E-26,4.75303224318163E-26,5.15866584807227E-26,5.52829708329209E-26,5.73521158114076E-26,6.73882378022234E-26,7.08815446442233E-26,7.03204550417285E-26,7.18610405770003E-26,8.0069729759775E-26,8.30148019748595E-26,8.50248097129855E-26,9.07388590043492E-26,9.46139737532118E-26,9.51752779272757E-26
932,1.99526754122674E-28,3.05334466080341E-27,1.48895661817711E-27,-1.0659246316271E-27,2.2269693961261E-27,1.11735034448533E-27,5.88445394331756E-27,1.04047260313381E-26,8.72970908184113E-27,1.01424087284913E-26,1.49865532046438E-26,1.74395415948372E-26,2.28597019355372E-26,2.3461821362511E-26,2.72943113255452E-26,2.88098665440288E-26,3.41660845739173E-26,3.59247699387153E-26,3.76667949992904E-26,4.4525920381275E-26,4.88679932074128E-26,5.18257037601232E-26,5.59521261933962E-26,5.95805825551379E-26,6.71593175524716E-26,7.21921615362412E-26,7.01621878732156E-26,7.12755022295256E-26,7.80020059071292E-26,8.09429143478859E-26,8.27518351230873E-26,8.92470992915621E-26,9.63069603201076E-26,9.67354612496651E-26
932.1,7.4879149114734E-28,2.56868413633949E-27,1.9663027384988E-27,1.96092628747848E-28,2.44178130804797E-27,1.72235483121762E-27,5.90184873628394E-27,1.04143070096041E-26,8.41497688444842E-27,9.78193216075515E-27,1.42784426788698E-26,1.74581002989866E-26,2.360818323315E-26,2.1898952748678E-26,2.61082965106062E-26,2.95466564485124E-26,3.40824299211724E-26,3.51776185338811E-26,3.90358383337324E-26,4.50735381211023E-26,4.84277527803111E-26,5.31696895908059E-26,5.52639305749172E-26,5.87187304266838E-26,6.5788719708616E-26,7.05371803104829E-26,6.98224014869155E-26,7.27679477495571E-26,8.03589922875988E-26,8.20541080115634E-26,8.47819727183902E-26,8.91377344489085E-26,9.52322625313138E-26,9.67686843494302E-26
932.2,-5.46046797497192E-28,2.34468644921259E-27,5.96342022218768E-28,1.47755588918112E-28,2.29520205864802E-27,8.60705808806787E-28,4.99897302698249E-27,1.00399864004696E-26,8.38323204414664E-27,9.69369318160102E-27,1.54990420097183E-26,1.80263059427032E-26,2.34235376275046E-26,2.34160361023033E-26,2.60549294305593E-26,3.00666529060591E-26,3.52573049349851E-26,3.6404303914767E-26,3.80215342690594E-26,4.5675200548688E-26,4.75419517998886E-26,5.14226266640616E-26,5.60382772272617E-26,5.94314963987963E-26,6.60321698671387E-26,7.13276600710427E-26,6.79098991694527E-26,7.26044231571639E-26,7.98654235520067E-26,8.25750561463395E-26,8.55285718141464E-26,8.85549456773924E-26,9.72848752370788E-26,9.88411388300285E-26
932.3,4.29072335462178E-28,2.77210380950255E-27,1.2952728626288E-27,5.59225737881931E-28,2.6777241680668E-27,1.95673378116242E-27,5.53240119702035E-27,9.75523326585064E-27,8.16855984600931E-27,9.43604804040526E-27,1.41979032700507E-26,1.78271124378839E-26,2.35190127140744E-26,2.3893497335335E-26,2.64437736674862E-26,2.98252791196875E-26,3.39554386219687E-26,3.73905840908851E-26,3.82693487575079E-26,4.59457860114806E-26,4.74010779631007E-26,5.114426594742E-26,5.53362783261012E-26,5.85259924391317E-26,6.72791466530607E-26,7.02933990092354E-26,6.89450155637951E-26,7.37392848399124E-26,8.00494592704581E-26,8.25541182591494E-26,8.54072197908156E-26,8.95674710810322E-26,9.76404193601899E-26,9.64525766420024E-26
932.4,-3.25908184786335E-28,2.73083257978545E-27,1.18635941274948E-27,9.88866127334649E-28,2.69612123810345E-27,1.10722242876763E-27,5.24796512291451E-27,1.03132521444493E-26,8.24643603754636E-27,9.17812313800175E-27,1.52380794386886E-26,1.7627699003917E-26,2.32032153790283E-26,2.35319532817045E-26,2.71985818172964E-26,2.84549964860271E-26,3.43693969505281E-26,3.71687153299281E-26,3.83877854219302E-26,4.47713408239649E-26,4.76944467549683E-26,5.27725024565402E-26,5.63599614412338E-26,6.04187678107191E-26,6.63524814105913E-26,7.20123159233594E-26,7.01325665734779E-26,7.31220890149346E-26,7.99180715608183E-26,8.27304776113949E-26,8.44666646437814E-26,8.91772487681426E-26,9.8855334273613E-26,9.81260260855767E-26
932.5,-4.65869425917621E-28,1.67174211463623E-27,2.26092764566755E-27,4.36600138002166E-28,2.89311169955336E-27,1.53056620789903E-27,6.03333142154702E-27,1.03920742882289E-26,8.56240558826526E-27,9.84269602161059E-27,1.49877897216408E-26,1.7456540568529E-26,2.39347481907095E-26,2.33622930764094E-26,2.75114383497409E-26,2.89355914239846E-26,3.48549537877586E-26,3.58314359613811E-26,3.87441194224144E-26,4.65199157998665E-26,4.99272911749884E-26,5.28242983320199E-26,5.60630157685092E-26,5.99535113981506E-26,6.65407597028785E-26,7.21666037184178E-26,6.93830800346017E-26,7.19090339195364E-26,7.97707271412483E-26,8.38778134889698E-26,8.59333467421775E-26,8.8909475609794E-26,9.75825972262655E-26,9.64092075682657E-26
932.6,-8.02952593220925E-28,2.50320078695761E-27,1.01432172358494E-27,5.06607150098059E-28,3.53614562030542E-27,1.8360712224777E-27,6.47808641477759E-27,1.05567623988211E-26,7.65320465072444E-27,9.71660203621067E-27,1.45266342137756E-26,1.80829220377302E-26,2.33286811810366E-26,2.43669919684526E-26,2.76223866652988E-26,2.98329527416671E-26,3.46900085306411E-26,3.59137216188007E-26,3.79220814011723E-26,4.55802705860764E-26,4.73454229271411E-26,5.28879152497681E-26,5.67084449999415E-26,6.06114899698175E-26,6.58499265727972E-26,7.3511010744463E-26,7.27689866407111E-26,7.24967960181188E-26,8.11554668496743E-26,8.25568518877468E-26,8.50924042330776E-26,8.98358976498003E-26,9.67026021905316E-26,9.9635315182531E-26
932.7,6.63102710277553E-28,1.88349679230075E-27,1.51736002012397E-27,8.73491133733447E-28,2.52712441793471E-27,1.18814485295192E-27,6.11987322420642E-27,1.07736423288081E-26,9.04872665217881E-27,1.0495284741988E-26,1.47641364308162E-26,1.77312763242851E-26,2.36115639192042E-26,2.49573953282636E-26,2.7136051297824E-26,3.00966243178631E-26,3.55426245773493E-26,3.58591715661137E-26,3.86139394850204E-26,4.73525707859988E-26,4.88887302256315E-26,5.25153514018024E-26,5.62279251314112E-26,5.98326838235908E-26,6.67502798242656E-26,7.3041870224577E-26,7.02616036426279E-26,7.0795997964445E-26,7.993382820947E-26,8.22886627791834E-26,8.49034712443954E-26,9.10796468243741E-26,9.67358108299677E-26,9.76618084000078E-26
932.8,-5.68449746796718E-28,1.73518803742584E-27,1.29700730215143E-27,1.48526540524698E-28,3.53849820330267E-27,2.25790035882426E-27,6.12971586087025E-27,1.01979069255671E-26,8.12780235685635E-27,1.00864609437185E-26,1.50593841409166E-26,1.78545956799202E-26,2.32295205336375E-26,2.36123927948047E-26,2.7863892938194E-26,3.00232339225763E-26,3.57240676629143E-26,3.685828144342E-26,3.90683601850685E-26,4.52750634174622E-26,4.68393075062679E-26,5.41831370063303E-26,5.6362912543625E-26,6.08472621706821E-26,6.65338187880353E-26,6.9971778469407E-26,7.08152904644296E-26,7.43173298710993E-26,8.07033576588681E-26,8.35858517475571E-26,8.70259520406182E-26,8.80866620705404E-26,9.63565228825014E-26,9.62523991583026E-26
932.9,-4.66326331323328E-29,1.54315523672119E-27,1.2667653581334E-27,2.29495785207834E-28,2.758844047203E-27,1.45296816396516E-27,5.18746243649185E-27,1.09208110790224E-26,9.24251170496988E-27,9.40354210742024E-27,1.47700892024116E-26,1.78068239771977E-26,2.40282260871808E-26,2.37466306263546E-26,2.68466323434075E-26,2.96122391579723E-26,3.48053438003377E-26,3.67725256312943E-26,3.85592475747151E-26,4.57823748706447E-26,4.82276054712599E-26,5.3468554114011E-26,5.74029124900684E-26,6.02244292683869E-26,6.67085273471089E-26,7.18839740939337E-26,6.88049078201698E-26,7.51740872316275E-26,8.17268369843354E-26,8.39444831139175E-26,8.68042742388934E-26,8.9665043688914E-26,9.60485722542107E-26,9.83686872201415E-26
933,5.87615726993856E-28,2.13395100225253E-27,1.24480711983769E-27,1.57253724842993E-28,2.75537888708066E-27,2.38469851410877E-27,5.74705843868197E-27,1.05320986222483E-26,8.40330746685889E-27,1.00511208493329E-26,1.51136111322068E-26,1.73783083218328E-26,2.29519070518895E-26,2.40332115957205E-26,2.69767261714489E-26,3.06310362323592E-26,3.60976947148463E-26,3.709806093302E-26,3.84722322414708E-26,4.70957487571798E-26,4.83993435187629E-26,5.39577037756258E-26,5.64364434231015E-26,6.05275006165789E-26,6.66176482504575E-26,7.01624251891403E-26,6.97531304357117E-26,7.35975479003691E-26,7.8999557071144E-26,8.2736096787772E-26,8.56432635333277E-26,8.89389534091105E-26,9.69970359044154E-26,9.71226489123279E-26
933.1,-6.8309491453596E-28,2.09217584848025E-27,1.88351508290688E-27,-3.76901379579473E-28,2.67839002961308E-27,1.52529205159796E-27,5.7739151731141E-27,1.04939771645252E-26,8.84893533961693E-27,1.01137118358197E-26,1.54766923478358E-26,1.65970033054795E-26,2.33571598252307E-26,2.33048319772434E-26,2.83139568157206E-26,3.04782825167408E-26,3.66672655977612E-26,3.72761728496449E-26,3.81140313844741E-26,4.63364958954202E-26,4.93315296754316E-26,5.41283456451407E-26,5.59809249240564E-26,5.86771754544284E-26,6.8205982233336E-26,7.20039709543865E-26,7.08238790768923E-26,7.32920347746205E-26,8.13694788616997E-26,8.27809568901787E-26,8.71486818754106E-26,8.9127956377865E-26,9.4731000512559E-26,9.76133100963911E-26
933.2,-3.46801135640763E-28,2.12073870262769E-27,1.34901250362548E-27,2.94026098601488E-28,2.62921917111359E-27,1.37700444115822E-27,6.26384597618942E-27,9.85338217905256E-27,9.18477307565425E-27,1.02708813930858E-26,1.58113479530044E-26,1.81014234477171E-26,2.41290265369557E-26,2.3428938469232E-26,2.69667901472914E-26,3.04247834208126E-26,3.46556173128733E-26,3.80458184446658E-26,3.84931632108064E-26,4.6522586449701E-26,4.93362114223814E-26,5.21948969859732E-26,5.58401484544307E-26,6.19051662999726E-26,6.78357233300311E-26,7.1823810513122E-26,6.93421859897078E-26,7.21214979103699E-26,8.04456388792805E-26,8.30900982865187E-26,8.70609191380762E-26,8.94933607932752E-26,9.6758101858064E-26,9.77932741414601E-26
933.3,3.47488917697991E-28,2.54442205636733E-27,2.15422638024431E-27,1.07001533439706E-27,3.55283989894071E-27,1.25889165921798E-27,6.36161829015031E-27,1.06159087142377E-26,8.48208327455589E-27,9.90810515343362E-27,1.46090216780682E-26,1.81585141011473E-26,2.39622671300883E-26,2.31669576531846E-26,2.82184329326062E-26,3.06000255500444E-26,3.5878459082239E-26,3.67348569320015E-26,3.95565396065557E-26,4.70746234364876E-26,4.87812519428673E-26,5.26486117038724E-26,5.71185860077641E-26,6.12529235229484E-26,6.830561107818E-26,7.25465538217683E-26,7.15696177490222E-26,7.25383822866081E-26,8.12966491216437E-26,8.34986937479596E-26,8.685546030574E-26,9.08465402705164E-26,9.61078985195828E-26,9.59770535983814E-26
933.4,-1.23610010690288E-29,2.77065802205979E-27,1.44927238518484E-27,3.38682052118714E-29,3.56248504358374E-27,1.77020884377581E-27,6.50774312629229E-27,1.03201695311731E-26,8.54212054335767E-27,1.00558644293356E-26,1.61164066840342E-26,1.94269327557588E-26,2.42464960995373E-26,2.39114118233859E-26,2.80400131699263E-26,3.0437024259957E-26,3.51513909289258E-26,3.71667321397521E-26,3.9904242765975E-26,4.78963234657681E-26,4.83936594494173E-26,5.31146290097516E-26,5.71754719677985E-26,5.96570935660606E-26,6.67154863383368E-26,7.07924186787901E-26,7.21865072974162E-26,7.36009524288434E-26,8.06096905895477E-26,8.36762215663338E-26,8.77588812173896E-26,8.81082313928939E-26,9.81918229561334E-26,9.8300279216912E-26
933.5,2.87004343008382E-28,2.00593655332106E-27,1.27891868367181E-27,7.00150726273377E-28,2.53473683344161E-27,1.86474682657529E-27,6.23160954034348E-27,1.09679530933715E-26,8.42735229608328E-27,9.89137765531402E-27,1.54708255423794E-26,1.95706665638085E-26,2.42300766265005E-26,2.37206131698763E-26,2.79388066326311E-26,3.14689038669572E-26,3.57318480751459E-26,3.82442486913612E-26,3.85354107137423E-26,4.60588792659694E-26,5.00896871483817E-26,5.40192323590238E-26,5.66666682423994E-26,5.99462764853556E-26,6.80968211689259E-26,7.2200692951455E-26,7.0611742422587E-26,7.51527800331374E-26,8.13505347446152E-26,8.31921939273596E-26,8.62083958608965E-26,9.13154436234614E-26,9.73796049866742E-26,9.59139399423683E-26
933.6,2.17326772852542E-28,2.52100807761543E-27,8.91955378925914E-28,8.50543241469026E-28,3.11323866869718E-27,2.26148007018173E-27,6.31398982878653E-27,1.11155040688123E-26,9.43588942582239E-27,1.0190827795731E-26,1.63836023539593E-26,1.89125320159179E-26,2.38842965348781E-26,2.4140391446667E-26,2.88056771471026E-26,3.07581401941394E-26,3.63742752579258E-26,3.83493103871832E-26,3.86111062233537E-26,4.73549849220007E-26,4.94893454661839E-26,5.30292644434149E-26,5.80133647832109E-26,6.16086613116085E-26,6.69959525074937E-26,7.355209213975E-26,7.07108291432363E-26,7.40594031883175E-26,7.92970064796837E-26,8.30883099186042E-26,8.67927413530994E-26,9.11881797384103E-26,9.63683534496793E-26,9.86798245278142E-26
933.7,2.28586280102442E-28,1.86789712172822E-27,2.1556093524747E-27,8.65075421474444E-28,3.12859453333042E-27,1.71973205296203E-27,6.6380936657042E-27,1.02974352263398E-26,8.94372224316677E-27,1.07369932268699E-26,1.49960319970426E-26,1.81772622735532E-26,2.50633032664485E-26,2.34707863493444E-26,2.81428989778E-26,3.12130423914216E-26,3.65569303533187E-26,3.82850596255913E-26,3.92525289043403E-26,4.77037523136893E-26,4.84060299715507E-26,5.30101928447981E-26,5.78073497984319E-26,6.06685987464231E-26,6.6918764272649E-26,7.16350249538227E-26,6.89658902432415E-26,7.44781203162454E-26,7.96724164382303E-26,8.40110463963976E-26,8.72766910621114E-26,9.15201735939093E-26,9.85457762153664E-26,9.93929506986463E-26
933.8,8.05486044714577E-28,2.31692006981888E-27,1.89765948809584E-27,1.5407134990927E-28,2.78771303491771E-27,1.83177353800385E-27,5.82192100537827E-27,1.19988672260141E-26,9.00412383207404E-27,1.04208857265687E-26,1.58998878475369E-26,1.87219753093766E-26,2.45197696940337E-26,2.3768575478305E-26,2.84583258741253E-26,3.1429023778327E-26,3.64735894478595E-26,3.75427164915237E-26,4.01449548964242E-26,4.83009683785581E-26,4.94762757993864E-26,5.38449816008277E-26,5.75879164603194E-26,6.15027536727932E-26,6.67852822160232E-26,7.25347478473089E-26,7.23426278925364E-26,7.57331708551134E-26,8.01276936814219E-26,8.3973710441492E-26,8.708748779233E-26,9.10569062208616E-26,9.79487132393751E-26,9.8839677461438E-26
933.9,2.18948098355331E-28,2.65932546091112E-27,1.09423712598555E-27,5.69938042372741E-28,3.1389842038309E-27,1.67787248957126E-27,5.64935280925411E-27,1.10154713285836E-26,9.37817780426887E-27,1.00759749533953E-26,1.62841860955188E-26,1.84543973023609E-26,2.41641391035642E-26,2.44949156009529E-26,2.92104692236192E-26,3.12060952390715E-26,3.50687813359169E-26,3.84107019986149E-26,3.93177475426382E-26,4.7571347684956E-26,4.88072170014914E-26,5.25091571933061E-26,5.82911603871711E-26,6.16502212672405E-26,6.60472889262846E-26,7.19010068679698E-26,6.95286624679599E-26,7.49065351258273E-26,8.0997013191528E-26,8.33229049123882E-26,8.64936504412979E-26,9.03985305240443E-26,9.58355555935204E-26,9.99945620625873E-26
934,-7.14524156409369E-28,2.53500348036652E-27,2.26387559994426E-27,3.52734647680054E-28,3.08304844122071E-27,1.2175838933994E-27,6.04881611607391E-27,1.1165968111352E-26,8.56219189629071E-27,1.07558354000859E-26,1.53572477220097E-26,1.9239036730023E-26,2.4326754725396E-26,2.46303295818984E-26,2.72563521318475E-26,3.08331333705037E-26,3.71777353516026E-26,3.73388413710256E-26,4.01239731234475E-26,4.66033699181104E-26,4.88676750082414E-26,5.50660356478101E-26,5.70031749305583E-26,6.18264893059207E-26,6.70381164118619E-26,7.20707274539042E-26,7.02684167410757E-26,7.29264062625088E-26,8.12783619483084E-26,8.30197062220379E-26,8.7180437247552E-26,8.74562965889588E-26,9.72760277990079E-26,1.00139536790692E-25
934.1,-5.98867820681582E-28,2.98668992495052E-27,2.129379496149E-27,-2.53193100888743E-28,2.50370781888866E-27,1.7699647729378E-27,6.67442875420096E-27,1.18398523359607E-26,9.16723219134587E-27,1.02682699418367E-26,1.56258609924851E-26,1.8626793647423E-26,2.42442317381085E-26,2.34797835953082E-26,2.76494455114543E-26,3.15287909141407E-26,3.58435530861747E-26,3.78680716091821E-26,4.04731903748868E-26,4.67471428530991E-26,4.75455826062018E-26,5.28622466484348E-26,5.84063595532489E-26,6.08414246031018E-26,6.64682571087755E-26,7.21089439124007E-26,7.14824094500984E-26,7.50830093009113E-26,8.18306928356293E-26,8.43259812729118E-26,8.62823276315939E-26,8.81410402221061E-26,9.61715419070172E-26,9.92729782208571E-26
934.2,9.90829119662595E-29,3.39541647433118E-27,1.17948134211741E-27,1.32496036293313E-27,2.65562943536437E-27,1.46337722736918E-27,7.15274222095464E-27,1.09841264931195E-26,9.8098697306376E-27,1.00082325452299E-26,1.62423280462236E-26,1.83970293965477E-26,2.42560103922677E-26,2.43807257924213E-26,2.8208073184665E-26,3.19552832015081E-26,3.76165897504952E-26,3.96824668219701E-26,4.0037447789743E-26,4.72585836220259E-26,4.81114957960457E-26,5.48515304127979E-26,5.78169306862291E-26,6.03143938298389E-26,6.7277323144686E-26,7.14446078046877E-26,7.34006226780957E-26,7.39226989409559E-26,8.18100147722967E-26,8.46871391518585E-26,8.65139946508595E-26,8.88087694026095E-26,9.69812306217868E-26,9.93624424045143E-26
934.3,3.31213773865808E-28,2.88343612596853E-27,2.40598185279263E-27,2.33622207379636E-28,3.34607563167791E-27,1.55640916101663E-27,6.3078074267148E-27,1.10316528789934E-26,8.82641944240523E-27,1.12310566895444E-26,1.58548169565421E-26,1.93745530623433E-26,2.48155969872108E-26,2.4485616822952E-26,2.73484172252944E-26,3.05919293697457E-26,3.68970937565627E-26,3.82802334046798E-26,4.07798353129087E-26,4.84194853071279E-26,4.89143047295464E-26,5.39057267947121E-26,5.70815075868297E-26,6.054758583683E-26,6.70167980600679E-26,7.31373296396903E-26,7.19418659646074E-26,7.37099702916147E-26,8.35587481121169E-26,8.47994457520756E-26,8.73368961121444E-26,9.0062176181177E-26,9.63092425966028E-26,9.912052682361E-26
934.4,2.59143347055272E-28,1.94069794532002E-27,1.95712481371526E-27,3.8952847593283E-28,3.47988822923786E-27,2.60243240372796E-27,6.96314333216662E-27,1.18613955060773E-26,9.50654834009022E-27,1.12471092645352E-26,1.62110982450327E-26,1.91736965500808E-26,2.49788765559346E-26,2.46315058283933E-26,2.86367258396103E-26,3.08382294967533E-26,3.59816733240125E-26,3.85344516510337E-26,4.03874379976802E-26,4.73416086933527E-26,4.84457235622237E-26,5.49815278783931E-26,5.85265902420277E-26,6.17863853395372E-26,6.77565173925477E-26,7.333728177457E-26,7.19501085388899E-26,7.31647132807056E-26,8.0221393730095E-26,8.39144740611022E-26,8.76368971952824E-26,9.20440927821223E-26,9.65047774085462E-26,9.96336720712629E-26
934.5,-5.24502680965971E-28,2.77995709291668E-27,8.19405305816253E-28,2.63853871210721E-28,2.61684786963543E-27,1.16706545850095E-27,6.06172897066221E-27,1.13483175751541E-26,9.17883351319791E-27,1.05303268704118E-26,1.57264415862239E-26,2.02869847733254E-26,2.48492172428159E-26,2.44399859547098E-26,2.91383786679517E-26,3.12549925397034E-26,3.75006934012343E-26,3.91185728936839E-26,4.16770175467297E-26,4.64899301326358E-26,4.86863016682406E-26,5.44751997729905E-26,5.57140565352997E-26,6.13020614728524E-26,6.77497189689614E-26,7.26431405616339E-26,7.14838504273176E-26,7.49618496833393E-26,7.96890753579497E-26,8.47415930898065E-26,8.73286362025958E-26,9.08693043972881E-26,9.82388826945353E-26,1.00755625761778E-25
934.6,-4.57169415901246E-28,2.93743958043989E-27,2.06789768757362E-27,9.06858603762665E-28,2.95230210947085E-27,1.90068304468002E-27,6.40025063254858E-27,1.21020359844704E-26,8.71189652107693E-27,1.08697824310241E-26,1.63926391130048E-26,1.81569792135174E-26,2.46153498614815E-26,2.46678656025662E-26,2.96794942444688E-26,3.00393061992906E-26,3.77772547585512E-26,3.86819266462577E-26,4.06178860426514E-26,4.76522367003318E-26,5.0696628906642E-26,5.4623393725154E-26,5.73054918886719E-26,6.22262350078746E-26,6.7827533729837E-26,7.34443886319605E-26,7.15224355452305E-26,7.57154728574428E-26,8.26528682383551E-26,8.47208968975882E-26,8.77472871164052E-26,8.82195172137364E-26,9.80553160141274E-26,9.90200821607635E-26
934.7,-6.60516360369425E-28,2.67541486044899E-27,1.29669885310063E-27,6.67651598233186E-28,2.72729033562521E-27,1.8343481273858E-27,7.60762222410551E-27,1.20065316232483E-26,9.99513148461931E-27,1.15430671335385E-26,1.6556151605029E-26,2.0135278783353E-26,2.49491312305615E-26,2.5223658787532E-26,2.92083100039516E-26,3.16588337775585E-26,3.51222785412113E-26,3.90218892059885E-26,4.08043610830723E-26,4.8252160768876E-26,5.05213946965533E-26,5.50339009255592E-26,5.93488159478867E-26,6.1123003768081E-26,6.8032442051266E-26,7.25587224280366E-26,7.19900630892399E-26,7.4156062179074E-26,8.2568532917296E-26,8.30518464373121E-26,8.76248408025639E-26,8.94929369035428E-26,9.65307773676222E-26,1.00142840122527E-25
